1240,22909152,primary,20,450,-74.0081809,40.7421216,-74.007705,40.742834
1269,22927484,primary,451,207,-74.0079297,40.7237578,-74.01093,40.7258067
1281,22937242,primary,263,361,-74.0013215,40.7620687,-74.0010621,40.7619572
1361,25026344,secondary,452,383,-74.0072254,40.7130447,-74.0088463,40.7138056
1384,25562074,secondary,456,241,-74.0012106,40.7100562,-73.9994458,40.708299
1398,31984130,primary,52,87,-74.0006848,40.7519487,-73.9996874,40.7518406
1418,31984136,primary,169,126,-73.9980331,40.7510669,-73.999556,40.7519412
1433,32934351,primary,458,90,-74.0077787,40.7033242,-74.0128371,40.7024415
1529,32935473,primary,459,181,-73.9751052,40.7187635,-73.9754056,40.7175925
1616,32937066,primary,462,267,-73.9743344,40.7322984,-73.9739691,40.7310416
1621,32938997,primary,464,346,-73.9744611,40.7327577,-73.9747807,40.7353695
1679,32946656,secondary,465,135,-73.962864,40.7549314,-73.9647927,40.7557562
1682,32947291,primary,121,454,-73.964501,40.7589757,-73.9639971,40.7596362
1781,32960688,secondary,469,470,-73.9504368,40.7714021,-73.9483958,40.7696458
2063,33117587,secondary,477,479,-73.9349729,40.8279984,-73.9358977,40.8275701
2077,33117594,secondary,1,35,-73.9341897,40.81421,-73.9360711,40.8120996
2083,33117595,secondary,481,63,-73.940646,40.805737,-73.9324505,40.8140653
2188,34625442,trunk,471,485,-74.0099059,40.7388125,-74.0085372,40.7431693
2254,34958053,secondary,23,228,-73.9628103,40.7917186,-73.9569082,40.7892723
2262,36185332,secondary,487,277,-73.9722363,40.7688549,-73.970281,40.768025
2263,36185650,primary,444,488,-73.9705659,40.7478416,-73.9705151,40.7479875
2268,36801165,primary,47,489,-73.9992636,40.7595167,-74.0006278,40.7576858
2270,36806658,primary,105,242,-73.9991493,40.7513227,-73.9981551,40.7509001
2285,36806679,secondary,264,336,-73.9949245,40.7552856,-73.9977608,40.7564882
2287,36806903,primary,377,490,-73.9963236,40.7534056,-73.9976177,40.753945
2310,39956203,secondary,76,151,-73.9902009,40.714051,-73.9847047,40.7145225
2311,39956203,secondary,151,165,-73.9847047,40.7145225,-73.9832326,40.714637
2328,40709921,primary,498,500,-73.9926444,40.7242313,-73.9926927,40.7240979
2345,41520108,secondary,502,504,-73.9942713,40.7156085,-73.9941375,40.7142818
2352,44164412,primary,214,69,-73.9392736,40.8416657,-73.9392752,40.8420796
2355,44164413,primary,182,507,-73.9811304,40.7792922,-73.9812259,40.7809783
2362,44164413,primary,507,93,-73.9812259,40.7809783,-73.9799051,40.7838162
2369,44164413,primary,93,509,-73.9799051,40.7838162,-73.9764349,40.7882867
2372,44164416,secondary,108,512,-73.949699,40.797086,-73.9523942,40.7982104
2373,44164416,secondary,512,514,-73.9523942,40.7982104,-73.9525304,40.7982705
2375,44164416,secondary,514,478,-73.9525304,40.7982705,-73.9552082,40.7994053
2376,44164416,secondary,478,260,-73.9552082,40.7994053,-73.9553885,40.7994807
2381,44165029,secondary,364,518,-73.9817806,40.7464024,-73.9785767,40.7508337
2385,44165030,secondary,522,518,-73.9788111,40.750392,-73.9785767,40.7508337
2389,44165031,secondary,152,523,-73.975907,40.7547208,-73.9789023,40.7506098
2416,44763886,primary,397,417,-73.9370276,40.8489682,-73.9357231,40.8501764
2417,44763888,secondary,397,525,-73.9370276,40.8489682,-73.9389502,40.8493123
2419,44763890,secondary,430,499,-73.9391904,40.8486855,-73.9376885,40.8483904
2435,46111604,secondary,526,527,-73.9456209,40.8351645,-73.947148,40.8377677
2462,46111607,secondary,216,236,-73.9770328,40.7927886,-73.9803693,40.7899385
2481,46111607,secondary,236,528,-73.9803693,40.7899385,-73.9826602,40.7849758
2489,46111627,secondary,372,530,-73.961038,40.818704,-73.9612589,40.8185083
2492,46111629,secondary,530,171,-73.9612589,40.8185083,-73.9617273,40.8179951
2506,46116181,trunk,511,519,-74.0162324,40.7066286,-74.0169087,40.7048317
2528,46116329,secondary,320,330,-74.0081225,40.7119926,-74.0096671,40.712736
2543,46130043,secondary,534,204,-73.9317635,40.8009967,-73.9336701,40.8017934
2577,46139023,primary,246,353,-73.975224,40.744505,-73.974306,40.745798
2582,46139033,secondary,537,422,-74.005658,40.726435,-74.006113,40.7237914
2586,46139034,primary,539,537,-74.0051677,40.729464,-74.005658,40.726435
2598,46139035,primary,540,542,-74.0064195,40.7204244,-74.0052198,40.7206388
2601,46139036,secondary,542,544,-74.0052198,40.7206388,-74.0046175,40.7213697
2612,46139038,primary,40,545,-73.9973979,40.7214509,-73.998196,40.721063
2613,46139038,primary,545,362,-73.998196,40.721063,-73.999061,40.720044
2616,46139038,primary,362,546,-73.999061,40.720044,-74.000532,40.71843
2617,46139039,secondary,546,548,-74.000532,40.71843,-74.000988,40.717932
2626,46139040,secondary,549,305,-74.0082309,40.7219848,-74.0079472,40.7236541
2627,46139040,secondary,305,451,-74.0079472,40.7236541,-74.0079297,40.7237578
2633,46139043,secondary,483,515,-73.9929057,40.7199017,-73.9928369,40.7200558
2634,46139045,secondary,551,538,-74.0028304,40.7283606,-74.0027912,40.7284512
2638,46139046,primary,542,200,-74.0052198,40.7206388,-74.0053281,40.7217139
2639,46139047,primary,552,524,-73.990284,40.7191088,-73.9902048,40.7192589
2645,46139048,primary,310,555,-73.9905493,40.7191936,-73.9914224,40.7174173
2648,46139048,primary,555,5,-73.9914224,40.7174173,-73.9926338,40.7151365
2656,46154286,primary,558,403,-73.9847108,40.7107224,-73.98512,40.7106758
2657,46154287,secondary,561,558,-73.9846551,40.7104204,-73.9847108,40.7107224
2658,46154289,secondary,293,76,-73.992495,40.7138684,-73.9902009,40.714051
2670,46165812,secondary,535,562,-74.010128,40.714383,-74.0132135,40.7152193
2676,46171878,secondary,567,48,-74.0056591,40.7200755,-74.007052,40.718269
2679,46171887,secondary,328,535,-74.0092214,40.7155224,-74.010128,40.714383
2689,46189288,primary,273,568,-73.9946026,40.7143922,-73.9953614,40.715764
2695,46201642,secondary,303,569,-73.9721195,40.7456771,-73.9744848,40.7466699
2719,46201650,primary,570,571,-73.9748642,40.737022,-73.9751082,40.7354184
2736,46201667,primary,112,6,-73.9749488,40.7203342,-73.9750709,40.7189977
2737,46201667,primary,6,459,-73.9750709,40.7189977,-73.9751052,40.7187635
2742,46201668,primary,252,193,-73.9881683,40.7186193,-73.9863352,40.7221619
2750,46211835,secondary,575,391,-73.9629232,40.7600363,-73.9619593,40.759619
2751,46211838,secondary,576,49,-73.9582216,40.7595804,-73.958809,40.759913
2768,46211840,secondary,49,577,-73.958809,40.759913,-73.9542449,40.7661805
2770,46211840,secondary,577,329,-73.9542449,40.7661805,-73.9537482,40.7668593
2772,46211840,secondary,329,578,-73.9537482,40.7668593,-73.953249,40.7675414
2793,46211851,primary,581,267,-73.9756829,40.7284535,-73.9739691,40.7310416
2796,46226328,secondary,582,257,-73.958875,40.820005,-73.9596517,40.8203291
2797,46226330,primary,88,194,-73.9335781,40.8027762,-73.9313853,40.8018404
2798,46226330,primary,194,120,-73.9313853,40.8018404,-73.9311972,40.8017608
2799,46226331,primary,161,493,-74.0068423,40.754568,-74.0066114,40.7544696
2800,46226332,primary,541,52,-74.0009843,40.7520763,-74.0006848,40.7519487
2803,46226332,primary,52,105,-74.0006848,40.7519487,-73.9991493,40.7513227
2804,46226335,primary,126,71,-73.999556,40.7519412,-73.9993843,40.7522084
2826,46240067,primary,434,583,-73.9390145,40.8216091,-73.9345631,40.8280397
2830,46240079,primary,477,280,-73.9349729,40.8279984,-73.9361928,40.8257799
2899,46240138,secondary,585,24,-73.9342568,40.8179052,-73.9361411,40.8147821
2904,46240204,secondary,367,59,-73.9706375,40.7615719,-73.9696806,40.7628767
2905,46240204,secondary,59,586,-73.9696806,40.7628767,-73.9692158,40.7634881
2910,46240204,secondary,586,587,-73.9692158,40.7634881,-73.9669476,40.7666184
2911,46240204,secondary,587,281,-73.9669476,40.7666184,-73.9664877,40.7672427
2918,46240204,secondary,281,588,-73.9664877,40.7672427,-73.9636829,40.7710455
2926,46240204,secondary,588,406,-73.9636829,40.7710455,-73.9603796,40.7755735
2934,46240204,secondary,406,78,-73.9603796,40.7755735,-73.9570594,40.7801304
2944,46240204,secondary,78,387,-73.9570594,40.7801304,-73.9524117,40.7864938
2951,46240205,secondary,497,259,-73.9354432,40.8102102,-73.9391872,40.8051211
2994,46240376,secondary,284,17,-73.947122,40.775929,-73.9443755,40.7823163
